Facility_Name,Instrument_Type,Instrument_Model,Run_ID,Operator_ID,Protocol_Name,Protocol_Version,Reagent_Kit,Sample_Type,Sample_ID,QC_Status,QC_Score_PreNorm,QC_Score_PostNorm,Turnaround_Time_days,Data_Volume_GB,Data_Completeness_pct,Audit_Trail_Complete,Field_Source,Timestamp_Captured,Version,Validation_Status,Dataset_Type,Licensing_Status,Value_$,Read_1_Length,Read_2_Length,Indices_1_Length,Indices_2_Length,PhiX_pct,Order_Date,Total_Amount,Fulfillment_Status,Primary_Data_Size_GB,Primary_Data_Hash,Primary_Data_Link,Normalization_Status
Genomics Core B,Illumina NovaSeq,NovaSeq 6000 S4,RUN_8LUCW1B,OP_COLR,RNA-Seq PolyA,v2.1,QIAseq FX,Human,S_D98X5BBYJ,Pass,83.5,85.6,1.2,72,95,Y,Sample Form,4/2/25 0:00,2.3,Validated,Protocol_Benchmarks,Review,3300,151,151,10,12,1.07,1/20/25,12800,SUBMITTED,59.8,4bcde12e604d51b35097d5323716dcae,s3://ga-tech-datasets/genomics-core-b/RUN_8LUCW1B.fastq.gz,Mapped
Genome Center E,Illumina NextSeq,NovaSeq 6000 S4,RUN_7XJNXOP,OP_RWK8,Metagenomics Shotgun,v1.0,Nextera XT,Human,S_GV80IRH0B,Pass,86.9,87.5,4.6,76.1,94,Y,Core LIMS,3/22/25 0:00,2.3,Validated,Protocol_Benchmarks,Ready,3100,151,151,12,12,0.71,6/24/25,4200,SUBMITTED,78.3,cad1d4be7156ef9f66da87bc701279c3,s3://ga-tech-datasets/genome-center-e/RUN_7XJNXOP.fastq.gz,Mapped
Genomics Core B,ONT PromethION,PromethION R10.4,RUN_43WP5MJ,OP_LFFM,Metagenomics Shotgun,v3.3,QIAseq FX,Organoid,S_XLOLC6XRF,Pass,85.6,88.8,3.7,40.4,100,Y,Sample Form,5/4/25 0:00,3.8,Validated,Genomics,Review,4100,400,0,8,0,1.08,8/14/25,9600,DRAFT,80.8,ca054eed874c1427436d8dee5eef539e,s3://ga-tech-datasets/genomics-core-b/RUN_43WP5MJ.fastq.gz,Mapped
Genomics Core C,ONT PromethION,NextSeq 2000 P4,RUN_U71DQDS,OP_7MR7,WGS PCR-Free,v3.3,Nextera XT,Human,S_IS18T07KR,Pass,88.6,91.1,2.9,61.7,95,Y,Instrument Log,3/4/25 0:00,3.7,Validated,Protocol_Benchmarks,Review,6000,400,0,8,0,1.17,6/1/25,1800,PENDING,115.3,e926b85504a3f197de8ab82637933d63,s3://ga-tech-datasets/genomics-core-c/RUN_U71DQDS.fastq.gz,Mapped
Genomics Core C,Illumina NovaSeq,NovaSeq 6000 S4,RUN_497G1LX,OP_JQWA,Metagenomics Shotgun,v3.3,QIAseq FX,Organoid,S_KEFZQAB92,Pass,84.2,85.9,4,50.1,88,Y,Instrument Log,1/23/25 0:00,2.4,In Review,Protocol_Benchmarks,Pending,4900,151,151,10,8,0.46,2/25/25,9600,PENDING,92.1,bbdcf94d44de5bec0a2d1f263d6b17ee,s3://ga-tech-datasets/genomics-core-c/RUN_497G1LX.fastq.gz,Mapped
Genomics Core C,Illumina NovaSeq,NovaSeq 6000 S4,RUN_S019MCL,OP_4TRG,Metagenomics Shotgun,v3.3,Nextera XT,Mouse,S_CPH8212YP,Fail,84.4,84.7,4.6,27.6,91,Y,Instrument Log,2/18/25 0:00,3.7,In Review,QC_Logs,Ready,8200,151,151,12,8,1,2/21/25,1800,DRAFT,65.6,366981c35db6e693279c6e91b9674997,s3://ga-tech-datasets/genomics-core-c/RUN_S019MCL.fastq.gz,Mapped
Genomics Core A,Illumina NovaSeq,NextSeq 2000 P4,RUN_UIBM1S0,OP_ZZM4,WGS PCR-Free,v2.1,Nextera XT,Human,S_JP6L5E3N5,Pass,93.3,96.7,5.6,55.9,90,Y,Instrument Log,3/5/25 0:00,2.2,In Review,Genomics,Review,6500,151,151,12,12,1.16,4/24/25,3200,COMPLETED,59,4677493817cdbb15ac9d4219a4cb53ba,s3://ga-tech-datasets/genomics-core-a/RUN_UIBM1S0.fastq.gz,Mapped
Genomics Core A,Illumina NovaSeq,NovaSeq 6000 S4,RUN_EFJIKSI,OP_CR7I,WGS PCR-Free,v2.1,QIAseq FX,Organoid,S_ZHMX3GK5E,Pass,88.9,91.2,1.4,59.3,96,Y,Sample Form,2/26/25 0:00,3.6,Validated,Protocol_Benchmarks,Review,3600,151,151,12,12,1.01,5/24/25,4200,COMPLETED,79.7,24782f660e3f7d22cd80f6eddba806bc,s3://ga-tech-datasets/genomics-core-a/RUN_EFJIKSI.fastq.gz,Mapped
Genomics Core A,Illumina NextSeq,NovaSeq 6000 S4,RUN_L1QZLPP,OP_112I,RNA-Seq PolyA,v2.1,Rapid Barcoding 24,Mouse,S_FZK6OZXF0,Pass,81.1,85,5.1,59.5,90,Y,QC Pipeline,2/17/25 0:00,2.2,Validated,Protocol_Benchmarks,Pending,4100,151,151,8,12,1.35,8/1/25,12800,DRAFT,41.9,8b078e43528acf1343d20df3588f6068,s3://ga-tech-datasets/genomics-core-a/RUN_L1QZLPP.fastq.gz,Mapped
Genome Center D,ONT PromethION,NextSeq 2000 P4,RUN_M9M1AAI,OP_4KJB,RNA-Seq PolyA,v1.0,Nextera XT,Human,S_34PHF0GDV,Pass,85.5,92.9,5.8,60.7,93,Y,Sample Form,3/3/25 0:00,2.2,In Review,QC_Logs,Review,2900,400,0,8,0,1.02,2/19/25,12800,COMPLETED,38.7,88ec45a6624bdc42268ee0b438058497,s3://ga-tech-datasets/genome-center-d/RUN_M9M1AAI.fastq.gz,Mapped
Genomics Core A,Illumina NovaSeq,NextSeq 2000 P4,RUN_3GSJL6B,OP_KBLA,WGS PCR-Free,v3.3,Nextera XT,Organoid,S_VQNR8KHNH,Pass,96.5,99.3,4.8,48,91,Y,QC Pipeline,2/27/25 0:00,2,Validated,Protocol_Benchmarks,Ready,7200,151,151,10,12,0.89,7/2/25,6400,DRAFT,77.4,c2084b19f14d823cd57c23c2c7f0f30b,s3://ga-tech-datasets/genomics-core-a/RUN_3GSJL6B.fastq.gz,Mapped
Genomics Core B,Illumina NovaSeq,NovaSeq 6000 S4,RUN_SIX54AD,OP_EL1Z,WGS PCR-Free,v1.0,QIAseq FX,Human,S_S06W3GVEO,Pass,90.4,91.8,2.2,109.7,100,Y,Core LIMS,2/4/25 0:00,3.4,Validated,Genomics,Pending,4200,151,151,8,12,0.57,4/2/25,12800,DRAFT,86.6,8d119e6ced8b8a986ace9195019f871a,s3://ga-tech-datasets/genomics-core-b/RUN_SIX54AD.fastq.gz,Mapped
Genomics Core A,ONT PromethION,NovaSeq 6000 S4,RUN_F2FU0FY,OP_EKMJ,Metagenomics Shotgun,v2.1,Rapid Barcoding 24,Human,S_M1WURPNTG,Fail,84.5,84.5,3.7,36.8,100,Y,QC Pipeline,4/8/25 0:00,1.1,In Review,Protocol_Benchmarks,Ready,5700,400,0,8,0,0.78,7/30/25,6400,COMPLETED,65.2,0ddf424c3e203c95aa88148271c11a35,s3://ga-tech-datasets/genomics-core-a/RUN_F2FU0FY.fastq.gz,Mapped
Genomics Core C,ONT PromethION,PromethION R10.4,RUN_8O0XCHT,OP_5YQK,RNA-Seq PolyA,v2.1,Rapid Barcoding 24,Organoid,S_O2E5P20S2,Pass,86.9,90.8,4.6,78.5,94,Y,Instrument Log,4/8/25 0:00,3.4,Validated,Protocol_Benchmarks,Review,4500,400,0,8,0,0.88,3/29/25,12800,SUBMITTED,39.2,53cb3ab89e768db17b3fcd198ad58acc,s3://ga-tech-datasets/genomics-core-c/RUN_8O0XCHT.fastq.gz,Mapped
Genomics Core B,Illumina NextSeq,NextSeq 2000 P4,RUN_4E0476A,OP_5VPA,WGS PCR-Free,v3.3,Rapid Barcoding 24,Organoid,S_NT5P40LY9,Pass,90.7,92.8,2.4,81.1,100,Y,Instrument Log,3/23/25 0:00,3.3,Validated,Genomics,Review,7300,151,151,8,12,1.18,7/22/25,9600,PENDING,63.6,5f0790799143a59bc2e2003d3b607078,s3://ga-tech-datasets/genomics-core-b/RUN_4E0476A.fastq.gz,Mapped
Genome Center D,Illumina NovaSeq,NextSeq 2000 P4,RUN_FAKZQYS,OP_L4HM,WGS PCR-Free,v2.1,Nextera XT,Organoid,S_4NDHVPE07,Fail,81.4,84.9,2.9,38.4,94,Y,Instrument Log,4/10/25 0:00,2.5,In Review,Genomics,Pending,2800,151,151,12,10,0.98,2/10/25,3200,PENDING,58.1,84c9461ec4aa90efffeb0733dd8b23d7,s3://ga-tech-datasets/genome-center-d/RUN_FAKZQYS.fastq.gz,Mapped
Genome Center D,Illumina NovaSeq,NovaSeq 6000 S4,RUN_HC8L4RB,OP_QBOV,Targeted Panel v2,v2.1,Nextera XT,Mouse,S_ZKX2WODO9,Pass,93.5,96.4,1.2,68.5,96,Y,Instrument Log,3/25/25 0:00,3.9,Validated,Genomics,Review,8600,151,151,12,10,1.05,3/23/25,6400,DRAFT,85.5,873dca5afa7485903c6687c3c359e391,s3://ga-tech-datasets/genome-center-d/RUN_HC8L4RB.fastq.gz,Mapped
Genome Center E,Illumina NovaSeq,NovaSeq 6000 S4,RUN_JMOV40V,OP_VASJ,RNA-Seq PolyA,v1.0,Illumina V3 Kit,Human,S_0FBFLRHZN,Pass,93.5,95.5,6.1,69.8,96,Y,Sample Form,4/20/25 0:00,1.6,Validated,QC_Logs,Ready,5800,151,151,12,8,1.35,1/26/25,3200,COMPLETED,103.2,1cb696464d658c4f7af63b07f6a83581,s3://ga-tech-datasets/genome-center-e/RUN_JMOV40V.fastq.gz,Mapped
Genomics Core A,Illumina NextSeq,NextSeq 2000 P4,RUN_3IEQW0P,OP_N4GA,Metagenomics Shotgun,v3.3,Nextera XT,Organoid,S_AZL92BRHV,Pass,88.5,91.4,1.4,88.5,96,Y,QC Pipeline,2/12/25 0:00,3.8,Validated,Protocol_Benchmarks,Review,5100,151,151,10,8,1.25,8/25/25,9600,COMPLETED,22.1,66d1d6a84e30c9e70063e1e314265880,s3://ga-tech-datasets/genomics-core-a/RUN_3IEQW0P.fastq.gz,Mapped
Genome Center D,ONT PromethION,NextSeq 2000 P4,RUN_RFREAHY,OP_IQ8X,RNA-Seq PolyA,v2.1,Illumina V3 Kit,Human,S_RYFCRONR6,Fail,80.9,81.1,6.8,65.7,100,Y,Instrument Log,1/15/25 0:00,2.8,Validated,Protocol_Benchmarks,Review,4600,400,0,8,0,1.17,7/13/25,1800,DRAFT,84.9,123158457853607f61b232ef99a98fb1,s3://ga-tech-datasets/genome-center-d/RUN_RFREAHY.fastq.gz,Unmapped
Genomics Core B,ONT PromethION,PromethION R10.4,RUN_EW4ITNA,OP_4VHS,WGS PCR-Free,v1.0,QIAseq FX,Mouse,S_7SC9W3VSA,Pass,88.1,92.8,6.8,52,93,Y,Instrument Log,4/19/25 0:00,2.4,In Review,Protocol_Benchmarks,Ready,4900,400,0,8,0,0.59,8/24/25,6400,SUBMITTED,43.6,6f63d996166e426f76aa4f906e699bd2,s3://ga-tech-datasets/genomics-core-b/RUN_EW4ITNA.fastq.gz,Mapped
Genomics Core A,ONT PromethION,NextSeq 2000 P4,RUN_FK955HR,OP_HMMW,Metagenomics Shotgun,v3.3,Nextera XT,Organoid,S_E7LQ3LVBW,Fail,81.1,82.3,5.3,56.4,94,Y,Core LIMS,2/3/25 0:00,1.4,In Review,Genomics,Pending,7300,400,0,8,0,0.5,8/30/25,9600,PENDING,28.6,882a1752d34de04bcf80d21a90294a69,s3://ga-tech-datasets/genomics-core-a/RUN_FK955HR.fastq.gz,Mapped
Genome Center E,ONT PromethION,PromethION R10.4,RUN_17YEAYD,OP_S9AE,Metagenomics Shotgun,v2.1,Rapid Barcoding 24,Mouse,S_5WWBDR6F4,Pass,94.5,100,6.4,53.8,99,Y,Instrument Log,2/8/25 0:00,1.2,In Review,Genomics,Review,4500,400,0,8,0,0.74,3/9/25,6400,PENDING,105.5,755b8993e9beeac7b5b1e3a02fd32df2,s3://ga-tech-datasets/genome-center-e/RUN_17YEAYD.fastq.gz,Mapped
Genome Center D,Illumina NextSeq,NovaSeq 6000 S4,RUN_HVFT3BI,OP_MD1R,WGS PCR-Free,v2.1,QIAseq FX,Mouse,S_AB4TYFYTH,Pass,100,100,4.4,55.7,99,Y,QC Pipeline,5/31/25 0:00,2.4,Validated,Protocol_Benchmarks,Pending,7400,151,151,12,12,1.64,8/15/25,1800,SUBMITTED,54.8,a4b6258c0faee21c327ec835b28053ae,s3://ga-tech-datasets/genome-center-d/RUN_HVFT3BI.fastq.gz,Mapped
Genomics Core B,Illumina NovaSeq,NextSeq 2000 P4,RUN_OXWZ5X9,OP_O43I,Metagenomics Shotgun,v2.1,Nextera XT,Mouse,S_OFFV9SD1D,Pass,94,99.2,5.7,38,94,Y,Instrument Log,4/23/25 0:00,2.7,In Review,Protocol_Benchmarks,Pending,4400,151,151,10,12,0.69,3/14/25,3200,SUBMITTED,46.9,2cafe1b914e855d429f2473a424ee86d,s3://ga-tech-datasets/genomics-core-b/RUN_OXWZ5X9.fastq.gz,Mapped
Genomics Core B,ONT PromethION,NovaSeq 6000 S4,RUN_WLR8E9Z,OP_GMA3,WGS PCR-Free,v1.0,Illumina V3 Kit,Organoid,S_G67WHO6EV,Pass,88,89.6,5.5,41.6,95,Y,Instrument Log,3/11/25 0:00,1.4,In Review,Protocol_Benchmarks,Review,3300,400,0,8,0,1.37,4/13/25,12800,DRAFT,103.2,3aab3b9e29d4b1b931b370f8e2399ced,s3://ga-tech-datasets/genomics-core-b/RUN_WLR8E9Z.fastq.gz,Mapped
Genomics Core A,Illumina NovaSeq,NovaSeq 6000 S4,RUN_MA3C172,OP_F0KC,WGS PCR-Free,v1.0,Rapid Barcoding 24,Organoid,S_TVGDDFEPN,Pass,90.1,93.1,2.8,51.9,97,Y,QC Pipeline,2/25/25 0:00,1.8,Validated,Genomics,Ready,3600,151,151,8,8,1.02,1/9/25,3200,PENDING,126.5,24e8d907da23dfc19da9734b116ca981,s3://ga-tech-datasets/genomics-core-a/RUN_MA3C172.fastq.gz,Mapped
Genomics Core C,Illumina NextSeq,NextSeq 2000 P4,RUN_IOSDC4D,OP_SBLM,Targeted Panel v2,v1.0,Illumina V3 Kit,Mouse,S_1CJKSM8CE,Pass,83.8,86,6.6,48,96,Y,QC Pipeline,8/13/25 0:00,3.3,Validated,QC_Logs,Pending,7200,151,151,10,12,0.17,8/4/25,3200,DRAFT,85.5,51cc445e7c7b84ebcf319563665b9719,s3://ga-tech-datasets/genomics-core-c/RUN_IOSDC4D.fastq.gz,Mapped
Genomics Core C,ONT PromethION,PromethION R10.4,RUN_LBYZLEL,OP_3C2S,RNA-Seq PolyA,v1.0,QIAseq FX,Human,S_8W31IDMCP,Pass,89.3,94.1,6.2,17,93,Y,Sample Form,3/9/25 0:00,2.7,In Review,Genomics,Review,4200,400,0,8,0,0.98,8/22/25,1800,SUBMITTED,93.8,256264dd09a67c6154632f2bb9e0429a,s3://ga-tech-datasets/genomics-core-c/RUN_LBYZLEL.fastq.gz,Mapped
Genomics Core B,ONT PromethION,NovaSeq 6000 S4,RUN_7P1MK1R,OP_42M8,RNA-Seq PolyA,v1.0,QIAseq FX,Mouse,S_YK0FICRDN,Pass,79.1,85.6,5.4,63,94,Y,Instrument Log,5/10/25 0:00,1.3,Validated,QC_Logs,Review,4300,400,0,8,0,1.04,5/23/25,12800,SUBMITTED,37.8,e63eac776b3f275aaec33e71da0c99d7,s3://ga-tech-datasets/genomics-core-b/RUN_7P1MK1R.fastq.gz,Unmapped
Genomics Core A,Illumina NextSeq,NextSeq 2000 P4,RUN_MFFZDO4,OP_I8Z3,RNA-Seq PolyA,v2.1,Nextera XT,Mouse,S_JGQ38J3ON,Pass,85.6,86.5,3.8,64.8,92,Y,QC Pipeline,5/19/25 0:00,2.3,In Review,Protocol_Benchmarks,Review,7300,151,151,8,10,1.17,8/25/25,9600,DRAFT,97.6,7932d38439c7232e5517e6a22b17508f,s3://ga-tech-datasets/genomics-core-a/RUN_MFFZDO4.fastq.gz,Mapped
Genomics Core A,Illumina NovaSeq,NovaSeq 6000 S4,RUN_DI1OJH9,OP_MONE,WGS PCR-Free,v1.0,Illumina V3 Kit,Human,S_D56QNBREX,Pass,88,91.8,6.8,62.8,92,Y,Instrument Log,3/21/25 0:00,1,Validated,Protocol_Benchmarks,Review,6500,151,151,10,10,1.01,4/23/25,4200,SUBMITTED,123.2,1d8b1d0ea50919c433313a4cdc85e377,s3://ga-tech-datasets/genomics-core-a/RUN_DI1OJH9.fastq.gz,Mapped
Genomics Core A,ONT PromethION,NextSeq 2000 P4,RUN_1HAWHEN,OP_9WWN,Metagenomics Shotgun,v2.1,Illumina V3 Kit,Organoid,S_SUG45BC8J,Pass,83.1,87.1,2.4,8.7,93,Y,QC Pipeline,4/21/25 0:00,3.6,Validated,Genomics,Review,5500,400,0,8,0,1.45,3/13/25,12800,SUBMITTED,52.1,b8ce6d2e2d6f27e041569422ff330fbc,s3://ga-tech-datasets/genomics-core-a/RUN_1HAWHEN.fastq.gz,Unmapped
Genome Center D,ONT PromethION,PromethION R10.4,RUN_UTVRBXX,OP_7OVK,WGS PCR-Free,v1.0,Nextera XT,Human,S_JKPMA67YC,Fail,72.4,78.8,4.1,49.5,98,Y,QC Pipeline,4/21/25 0:00,2.1,In Review,Genomics,Ready,6500,400,0,8,0,0.73,1/16/25,4200,PENDING,122.6,4a0a95ba720f44a46b9a077a22cac4f4,s3://ga-tech-datasets/genome-center-d/RUN_UTVRBXX.fastq.gz,Unmapped
Genome Center E,Illumina NextSeq,NovaSeq 6000 S4,RUN_SEU133Q,OP_ZWV9,RNA-Seq PolyA,v3.3,QIAseq FX,Organoid,S_ZCSF7MY5Q,Pass,99.4,100,6.5,13.8,99,Y,QC Pipeline,1/27/25 0:00,3.2,Validated,Genomics,Ready,5800,151,151,10,12,0.98,9/10/25,12800,COMPLETED,88.3,a2e5c5c703a348429bbf163e81b04b8c,s3://ga-tech-datasets/genome-center-e/RUN_SEU133Q.fastq.gz,Mapped
Genomics Core B,ONT PromethION,PromethION R10.4,RUN_R1A1RY3,OP_SKOD,Metagenomics Shotgun,v3.3,Illumina V3 Kit,Mouse,S_63YSZU4GQ,Pass,91.3,98.6,4.2,60.3,98,Y,QC Pipeline,2/24/25 0:00,3.9,Validated,Protocol_Benchmarks,Ready,3400,400,0,8,0,1.16,6/23/25,3200,DRAFT,58.1,9d901c0604927f114d6a0b1b2d425029,s3://ga-tech-datasets/genomics-core-b/RUN_R1A1RY3.fastq.gz,Mapped
Genomics Core C,Illumina NextSeq,NextSeq 2000 P4,RUN_KWN2BUU,OP_IEPM,WGS PCR-Free,v1.0,QIAseq FX,Mouse,S_KYB03X7MJ,Pass,93.5,96.8,6.4,42.9,97,Y,QC Pipeline,2/25/25 0:00,2.4,In Review,Genomics,Pending,3900,151,151,10,8,1.19,9/7/25,3200,DRAFT,128.3,45c1627501d0ce74cf1ff20b191b3113,s3://ga-tech-datasets/genomics-core-c/RUN_KWN2BUU.fastq.gz,Mapped
Genome Center D,Illumina NovaSeq,NextSeq 2000 P4,RUN_B5E09EG,OP_1LMR,WGS PCR-Free,v3.3,Nextera XT,Organoid,S_ZOSA6VUPU,Fail,76.9,76.3,3.3,43.1,88,N,Instrument Log,4/4/25 0:00,2.8,Validated,QC_Logs,Review,7100,151,151,12,12,1.15,2/15/25,6400,SUBMITTED,78,81c94faa2b8f7a502db5b0089ec4d7d2,s3://ga-tech-datasets/genome-center-d/RUN_B5E09EG.fastq.gz,Mapped
